AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3676864,2666037,231,13,18,72,117,0,3,4,21,8,17,4,13,2,0,203,282,66,15,5,2,1.6,3.58,5.17
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3441641,2272781,193,27,13,62,127,1,0,0,9,3,20,7,17,6,0,174,226,89,22,5,2,2.28,3.64,5.92
825875376,Zlada14,zlada14#0537,3.92856E+17,3718700,2651434,249,3,39,71,148,1,6,2,17,6,18,3,13,4,0,181,395,152,46,16,2,3.78,3.85,7.62
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3757743,2913948,242,15,54,60,137,0,3,3,4,4,29,7,5,2,0,131,316,99,22,0,0,2.22,3.44,5.66
873729113,ONE,mcramos#8116,7.64212E+17,3996280,2705971,234,42,34,46,135,1,0,3,6,7,16,6,7,1,0,205,241,63,9,2,0,1.34,2.55,3.89
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2646927,1959869,167,12,19,43,90,0,0,2,9,5,14,4,8,1,0,128,260,86,19,3,1,2.81,3.19,6
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3816759,2937667,213,9,36,98,102,3,0,2,21,7,37,4,21,6,0,176,314,112,18,1,4,2.46,4.93,7.39
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,4001835,2874003,258,12,26,83,146,1,0,0,15,9,25,3,23,8,0,243,395,171,59,8,3,3.83,4.12,7.95
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3285465,1973457,188,12,31,71,114,1,1,3,5,4,27,7,17,7,0,151,279,117,41,9,4,3.26,4.8,8.06
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2165776,1601543,123,13,19,37,71,0,0,2,8,5,8,7,7,0,0,124,200,93,15,3,0,3.66,3.42,7.08
992275427,Stargun inoza,stargun#1897,3.95048E+17,3729941,2625933,223,16,26,83,119,2,2,5,15,4,33,4,18,1,0,231,293,102,35,3,2,2.42,4.27,6.69
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4554433,3075851,249,11,34,99,183,3,2,2,21,4,35,4,27,4,0,334,599,243,73,5,4,4.65,4.37,9.03
997239157,Gryphix,Gryphix#1116,2.6146E+17,4198798,2910221,227,16,40,91,155,2,0,1,23,3,35,5,17,7,0,238,455,171,66,14,3,3.77,4.45,8.22
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,3978215,2541070,210,7,15,93,101,4,0,2,1,24,26,2,24,14,0,187,291,131,46,11,3,3.03,4.74,7.77
976597667,joker,General*joker#2767,4.96485E+17,3323246,2187629,192,19,15,62,121,2,0,2,11,3,23,7,12,3,0,223,287,104,30,5,1,2.77,3.67,6.45
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3825114,2532681,218,10,49,55,132,2,1,0,9,7,22,5,10,1,0,202,280,91,20,2,1,2.04,3.37,5.41
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2376942,1745080,133,7,7,31,72,2,0,2,2,4,5,3,13,2,0,108,94,40,7,0,1,1.41,2.54,3.94
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2510735,1678247,154,8,12,41,73,1,0,1,8,2,15,2,8,3,0,115,164,62,17,5,1,2.23,3.22,5.45
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,3040486,1947681,169,6,31,64,119,1,3,0,20,5,15,6,14,1,0,197,260,117,26,3,2,3.31,4.39,7.7
