AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
461667365,AKB,akb#7955,3.22799E+17,3887035,2530638,232,21,40,68,145,3,0,1,13,2,28,5,14,5,0,183,285,115,28,2,3,2.54,3.87,6.41
473373554,Baxston Kane,Baxston Kane#5600,5.04379E+17,4160774,2957234,243,18,46,64,145,2,8,1,11,3,12,4,22,3,0,147,363,95,29,7,1,2.07,3.34,5.41
492994246,Chaunce,Chaunce#1601,3.27048E+17,3980903,2869783,250,15,26,83,149,1,1,0,18,8,24,6,21,2,0,281,427,138,34,4,3,3,3.99,7
499477827,Calens,Calens#9082,5.66925E+17,3968139,2621376,234,21,30,68,133,0,4,1,13,10,25,3,12,0,0,197,330,108,27,4,2,2.37,3.47,5.84
515621617,Flywire,Flywire#662,1.31625E+17,3604137,2438805,219,29,20,70,131,2,1,8,19,0,20,2,18,2,0,188,358,126,37,8,3,3.14,3.74,6.88
545871634,Argarax,Kazrud#2235,5.06545E+17,3813173,2299227,199,9,9,103,94,4,1,2,15,6,37,4,24,12,1,206,369,109,53,12,5,2.75,5.38,8.14
552854579,MINI Zeratoark,Zeratoark#9535,2.66724E+17,3981571,2829595,237,7,43,84,130,2,1,2,12,7,28,6,15,7,0,189,575,225,78,18,2,5.18,4.31,9.49
556569861,wamakima5004,wamakima5004#0097,1.31408E+17,3791689,2761967,245,11,43,76,147,2,2,1,14,15,18,6,16,4,0,195,416,159,40,2,3,3.6,4.14,7.73
589218854,Bitz Maidenhell,Bitz Maidenhell#2587,2.24775E+17,3860078,2498715,234,28,36,66,128,0,3,2,12,5,23,4,11,2,0,170,252,83,18,5,1,1.89,3.58,5.47
591283737,Maxaron Lexilon,MaxaronLexilon#3633,6.04506E+17,3940401,3022441,229,8,71,61,143,0,0,0,6,3,31,0,17,4,0,162,492,172,55,16,1,4.01,3.75,7.76
592184954,denkrob,denkrob#5995,3.11224E+17,3793818,2735368,229,20,24,80,126,1,1,2,18,4,28,5,18,4,0,183,381,150,37,3,3,3.41,4.06,7.47
596537312,Masajj Vemtits,Masajj Vemtits#4575,2.91733E+17,3709959,2577332,228,11,40,79,138,0,1,13,13,11,13,10,13,0,0,185,375,148,53,8,1,3.61,4.19,7.79
629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,5.17475E+17,1981933,1336715,139,22,7,30,62,1,0,0,7,0,12,0,8,2,0,91,86,21,3,2,0,0.94,2.95,3.89
635417488,Wil043,will043#3201,5.34831E+17,3559272,2204374,185,21,32,51,108,2,0,1,2,4,24,5,12,3,0,164,179,56,13,1,1,1.35,3.31,4.66
671337993,SloppySaberFlavor,Sloppysaberflavor#9142,3.44333E+17,3786279,2589410,224,28,34,55,141,1,1,2,10,6,14,2,17,3,0,186,165,60,23,5,2,1.47,3.16,4.63
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3703745,2675832,233,15,17,73,117,0,3,3,21,8,18,4,14,2,0,204,283,67,15,5,2,1.61,3.6,5.21
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3462746,2277287,193,27,14,62,128,1,0,0,9,3,20,7,17,6,0,180,230,91,23,5,2,2.32,3.64,5.96
825875376,Zlada14,zlada14#0537,3.92856E+17,3724011,2658615,249,3,39,71,148,1,5,2,17,7,18,2,14,4,0,184,396,154,46,16,2,3.81,3.85,7.66
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3790854,2914245,243,15,54,60,145,1,3,3,4,4,29,7,5,2,0,131,318,100,22,0,0,2.23,3.42,5.65
873729113,ONE,mcramos#8116,7.64212E+17,4015210,2707032,234,42,36,46,135,1,0,3,6,7,16,6,7,1,0,207,243,64,9,2,0,1.35,2.58,3.93
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2653731,1959869,167,12,17,45,90,0,0,2,10,6,14,4,8,1,0,128,260,86,19,3,1,2.8,3.26,6.06
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3833265,2949045,215,10,37,98,103,3,0,0,21,9,37,4,21,6,0,176,314,112,18,1,4,2.45,4.94,7.38
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,4012153,2884369,259,12,25,84,146,1,0,0,16,9,25,3,23,8,0,243,399,173,59,8,3,3.86,4.13,8
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3299009,1985042,189,12,31,71,114,1,1,2,5,4,27,5,20,7,0,149,281,117,41,9,4,3.25,4.8,8.05
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2181864,1601611,124,13,19,37,71,0,0,2,8,4,8,7,8,0,0,124,199,92,15,3,0,3.59,3.42,7.01
992275427,Stargun inoza,stargun#1897,3.95048E+17,3738013,2641102,223,16,26,84,119,2,2,6,15,4,32,5,17,2,0,228,287,100,35,3,2,2.38,4.3,6.68
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4561290,3076236,249,13,34,99,183,3,2,1,21,5,35,4,27,4,0,336,601,245,73,5,4,4.68,4.38,9.06
997239157,Gryphix,Gryphix#1116,2.6146E+17,4211422,2911477,227,16,40,91,156,2,0,1,23,2,35,6,17,7,0,243,465,174,67,14,3,3.82,4.44,8.26
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,4021146,2542443,212,5,16,94,102,4,0,1,1,22,30,2,24,14,0,188,299,132,47,11,3,3.02,4.78,7.8
976597667,joker,General*joker#2767,4.96485E+17,3328686,2248979,192,19,16,62,121,2,0,2,11,1,25,7,12,3,0,218,285,103,31,5,1,2.75,3.65,6.41
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3836204,2532742,219,10,49,55,132,2,1,0,9,6,23,5,10,1,0,204,280,91,20,2,1,2.03,3.36,5.4
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2391840,1748919,133,7,7,31,73,2,0,1,2,5,5,2,14,2,0,108,94,41,10,0,1,1.45,2.54,4
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2533151,1696692,154,11,12,41,73,1,0,1,8,2,15,2,8,3,0,135,203,75,20,7,1,2.69,3.19,5.88
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,3064876,1948272,169,6,31,64,120,1,1,0,22,5,15,6,13,2,0,201,269,121,26,3,2,3.39,4.4,7.78
