AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount,ModScore,GearScore,TotalScore
242144976,MINI xipokemastrix,xIPokemastrIx#2005,3.47774E+17,2661992,1880000,179,12,21,41,96,1,3,2,7,1,14,3,9,2,0,189,365,148,36,5,2,4.83,3.15,7.98
245711569,Promethean,Promethean#3008,3.24684E+17,3421280,2382029,227,23,33,55,106,1,0,0,12,7,20,4,10,2,0,222,479,172,50,16,2,4.59,3.42,8.01
247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,7.295E+17,2533148,1786538,171,11,14,34,51,1,0,0,3,0,22,0,8,1,0,114,185,56,10,2,0,1.89,2.75,4.65
248271439,Guntha Arbos,guntha arbos#0996,5.96387E+17,3913685,2697716,218,22,40,77,158,0,12,4,20,8,14,4,13,2,0,213,275,110,51,9,3,2.65,3.89,6.53
265535499,Higgs,Higgs#0298,3.5195E+17,3372003,2407922,196,19,42,56,115,0,0,9,23,12,7,3,2,0,0,112,285,104,17,2,0,2.6,3.36,5.97
268951863,Loadage,Loadage#1450,2.42793E+17,3704993,2771346,230,17,13,67,115,2,1,0,14,8,21,2,14,6,0,139,382,131,50,17,2,3.37,3.33,6.71
416984533,Theflavorgreen,theflavorgreen#9250,3.67649E+17,3574234,2217663,196,21,32,42,92,2,0,0,6,5,7,4,15,3,2,138,234,76,13,2,1,1.81,2.87,4.68
461667365,AKB,akb#7955,3.22799E+17,3755258,2528932,227,24,33,67,133,2,0,1,13,2,29,5,13,4,0,183,296,114,23,2,2,2.58,3.77,6.36
473373554,Baxston Kane,Baxston Kane#5600,5.04379E+17,4004822,2918145,241,17,42,61,143,1,8,2,12,2,10,3,22,2,0,149,312,80,23,5,1,1.79,3.22,5.01
492994246,Chaunce,Chaunce#1601,3.27048E+17,3896448,2839470,248,16,29,77,144,1,0,0,17,8,23,6,19,2,0,267,407,127,30,4,3,2.82,3.86,6.68
499477827,Calens,Calens#9082,5.66925E+17,3885501,2594839,230,20,28,65,132,0,1,1,15,11,23,3,11,0,0,183,320,107,27,3,2,2.39,3.37,5.76
515621617,Flywire,Flywire#662,1.31625E+17,3480513,2336128,216,29,20,65,122,1,0,6,18,0,20,2,17,2,0,176,328,112,33,8,2,2.9,3.66,6.56
545871634,Argarax,Kazrud#2235,5.06545E+17,3689259,2232255,194,8,9,98,89,1,1,1,17,3,33,5,23,12,1,188,354,102,46,10,4,2.62,5.29,7.91
556569861,wamakima5004,wamakima5004#0097,1.31408E+17,3692011,2690631,243,13,46,68,148,1,0,1,13,14,15,6,16,3,0,182,391,153,37,2,2,3.55,3.94,7.49
591283737,Maxaron Lexilon,MaxaronLexilon#3633,6.04506E+17,3865175,2954612,226,8,72,56,146,0,0,0,5,1,29,0,17,4,0,156,487,168,53,16,1,4,3.63,7.63
592184954,Elros Halfelven,Lotrguru#9235,2.3595E+17,3707225,2684434,226,21,27,75,125,1,1,1,15,4,25,6,17,4,0,170,369,147,36,3,3,3.41,3.96,7.37
596537312,Masajj Vemtits,Masajj Vemtits#4575,2.91733E+17,3660281,2555846,227,10,39,76,144,0,1,13,11,13,12,8,13,0,0,176,353,142,51,7,0,3.5,4.07,7.57
629856937,BabyYodaHitta,Baby Yoda SmackDabbaDooer#6614,5.17475E+17,1906283,1278019,136,24,6,27,54,0,1,0,8,0,8,0,8,2,0,83,84,20,3,2,0,0.93,2.76,3.69
635417488,Wil043,will043#3201,5.34831E+17,3483661,2193521,182,23,32,48,107,1,0,1,3,4,21,4,14,1,0,153,175,50,13,1,1,1.24,3.18,4.42
648797678,Neeb,EJNeeb#0132,6.97182E+17,3574129,2391197,220,13,60,36,104,0,0,4,11,1,13,3,3,0,0,107,199,61,12,2,0,1.47,2.71,4.18
671337993,SloppySaberFlavor,Sloppysaberflavor#9142,3.44333E+17,3686802,2520080,222,32,36,47,138,1,0,0,9,5,12,2,16,3,0,177,159,61,23,4,1,1.51,2.93,4.44
753225541,Philo Beddoe,Handleman20#4805,5.57191E+17,3519348,2617429,226,15,18,67,120,0,2,3,21,7,16,6,11,1,0,193,259,63,15,5,2,1.6,3.46,5.06
797491243,TacoPizza,TacoPizza#2451,6.85331E+17,3326508,2154815,187,27,14,58,122,1,0,0,9,4,16,8,16,5,0,166,218,87,22,5,2,2.31,3.57,5.88
825875376,Zlada14,zlada14#0537,3.92856E+17,3655330,2634753,241,5,40,67,150,0,4,3,17,6,18,3,12,3,0,176,393,148,44,15,2,3.73,3.73,7.46
826592934,Zhil Axfow,Zhil Axfow#5696,3.74917E+17,3651721,2873753,242,14,53,57,134,0,3,4,3,6,27,8,3,2,0,116,306,92,19,0,0,2.12,3.37,5.49
873729113,ONE,mcramos#8116,7.64212E+17,3912273,2677448,231,41,33,45,133,1,0,2,6,8,17,5,6,1,0,199,234,62,9,2,0,1.34,2.53,3.88
894569678,Dark Penguin,DarkPenguin#2039,3.17071E+17,2615623,1935477,167,13,20,40,92,0,0,2,9,4,15,2,7,1,0,123,255,83,18,3,1,2.75,3.04,5.79
926679294,Revanche Gilder,beefuofa#8904,4.704E+17,3628260,2845182,209,11,41,86,92,2,1,1,20,6,31,4,17,6,0,161,290,102,16,1,3,2.35,4.65,7
929389526,Tommyboy85,tommyboy#3739,3.65471E+17,3905664,2857039,254,12,28,79,142,1,0,0,15,9,22,3,22,8,0,237,374,166,55,8,3,3.8,4.04,7.84
938542548,Sultan2309,Sultan2309#7453,3.84515E+17,3124790,1941572,184,12,31,66,105,0,2,2,7,3,27,4,16,5,0,130,261,109,34,4,3,3.09,4.62,7.7
962753997,Larping Soccer Moms,Larping Soccer Moms#6379,3.90553E+17,2103407,1532658,119,15,20,32,71,0,0,2,6,2,8,7,6,0,0,110,187,82,14,3,0,3.34,3.16,6.49
992275427,Stargun inoza,stargun#1897,3.95048E+17,3657538,2584990,220,16,26,80,120,2,2,5,16,4,32,5,16,0,0,218,284,98,33,3,2,2.37,4.19,6.56
994659641,OttoVonGens,OttoVonGens#2822,4.92349E+17,4466797,2962418,247,13,34,93,182,1,2,1,19,3,36,3,25,4,0,318,572,230,67,5,4,4.49,4.26,8.75
997239157,Gryphix,Gryphix#1116,2.6146E+17,4135995,2862624,226,18,40,85,154,2,0,0,20,2,35,4,17,7,0,227,459,166,63,13,3,3.7,4.28,7.99
283842274,JustinAlexander11,JustinAlexander11#1023,7.88175E+17,3852197,2409698,202,7,14,89,97,3,0,1,1,22,28,2,23,12,0,169,272,119,42,10,3,2.85,4.71,7.55
976597667,joker,General*joker#2767,4.96485E+17,3280891,2145028,189,20,15,59,121,2,1,1,9,6,21,6,11,3,0,212,282,100,28,5,1,2.7,3.55,6.25
997394645,EvilCoyote2011,evilcoyote2011#2815,3.39475E+17,3752734,2455726,213,10,49,53,132,1,1,0,10,6,21,5,9,1,0,192,260,83,19,2,1,1.9,3.34,5.24
427553566,Tel Nadda,TelNadda#6825,1.83588E+17,2252967,1587600,125,4,7,28,68,1,0,1,2,4,5,2,13,1,0,112,87,33,7,0,1,1.23,2.48,3.71
552522334,MINI Stewabob,FupaHave#2185,7.1132E+17,2343806,1533179,140,9,10,39,69,1,1,1,8,3,14,2,7,2,0,130,176,67,19,7,0,2.63,3.24,5.87
513125742,MarkKenoburger,kenoburger#9903,6.74842E+17,2891509,1922038,158,8,29,60,115,1,2,0,20,5,14,5,14,0,0,181,231,110,23,2,2,3.24,4.26,7.5
