name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
joker,976597667,2354893,3462233,3623961,1,3,0,3623961,2526561,2,0,TRUE,FALSE,0,6345,FALSE,FALSE,3290565,0,0,,,,,
Masajj Vemtits,596537312,2761047,3805687,9068295,2,7,0,9068295,6555845,4,0,FALSE,TRUE,0,25918,FALSE,TRUE,0,10889,0,1,3,,2,1
Wolfman314,144353549,2981474,4001906,10245280,0,9,0,10245280,6983380,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,1,3,3,1
JacenCaedus,634487631,3250586,4402054,11403056,15,11,0,11403056,7655656,5,1,TRUE,TRUE,306225,218278,TRUE,TRUE,0,0,0,1,2,4,3,1
AKB,461667365,2744349,3997360,11164218,6,14,0,11164218,6744768,5,1,TRUE,TRUE,49599,119184,TRUE,TRUE,0,0,0,3,4,4,2,1
Agave,148199846,2903306,3991620,11755404,23,15,0,11755404,6895004,5,1,TRUE,TRUE,370161,218574,TRUE,TRUE,0,0,0,3,3,4,4,1
Stargun inoza,992275427,2788555,3894643,7710222,4,12,0,7710222,3601822,5,1,TRUE,FALSE,46812,30857,TRUE,TRUE,3081376,0,0,1,3,3,4,1
OttoVonGens,994659641,3266169,4698592,12873685,4,15,0,12873685,7964785,5,1,TRUE,TRUE,112749,58992,TRUE,TRUE,0,0,0,2,4,4,4,1
MINI Stewabob,552522334,1935889,2708357,5974327,2,11,0,5974327,2708777,4,0,FALSE,TRUE,0,28072,TRUE,FALSE,0,1935469,0,3,3,3,2,
Maxaron Lexilon,591283737,3115587,4019367,5805757,3,5,0,5805757,4126857,2,0,FALSE,TRUE,104320,29242,FALSE,FALSE,0,3008097,0,,,,,
Sultan2309,938542548,2080787,3419169,7582918,4,6,0,7582918,5501018,5,0,TRUE,TRUE,3423,63081,TRUE,TRUE,0,0,0,0,0,0,0,0
ilekkund2,148163689,2422175,3270356,10609831,1,15,0,10609831,5700931,5,1,TRUE,TRUE,54836,0,TRUE,TRUE,0,0,0,2,4,4,4,1
Nom,884121445,3137362,4419253,11892192,4,13,1,11892192,7556792,5,1,TRUE,TRUE,45142,83498,TRUE,TRUE,0,0,0,4,4,0,4,1
Promethean,245711569,2635172,3556062,10442668,0,14,0,10442668,6200668,4,0,TRUE,TRUE,0,0,TRUE,FALSE,0,0,0,3,4,4,3,
ShootMeow,118543169,3075358,4303782,12558852,1,16,0,12558852,7383452,5,1,TRUE,TRUE,41032,0,TRUE,TRUE,0,0,0,3,4,4,4,1
Calens,499477827,2768806,4045636,9413342,1,7,0,9413342,6814442,5,1,TRUE,TRUE,75263,0,TRUE,TRUE,0,0,0,2,0,0,4,1
Zlada14,825875376,2742902,3864235,9013485,2,14,0,9013485,4419585,5,1,FALSE,TRUE,60992,32382,TRUE,TRUE,0,2187552,0,2,3,4,4,1
Theflavorgreen,416984533,2462921,3810729,4986041,10,2,0,4986041,4059141,4,0,FALSE,TRUE,247684,153112,FALSE,FALSE,0,2214509,0,,,,,
Argarax,545871634,2543281,4060560,8069064,1,14,0,8069064,3330664,5,1,TRUE,FALSE,0,27826,TRUE,TRUE,3273177,0,0,1,4,4,4,1
BabyYodaHitta,629856937,1396929,2154700,5439571,0,5,0,5439571,3551771,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,3,0,0,1,1
M1TTH,124849497,2345790,3241494,8854221,2,10,0,8854221,5589771,4,0,TRUE,TRUE,0,38748,FALSE,TRUE,0,0,0,3,4,,2,1
EvilCoyote2011,997394645,2762230,3992126,9174019,0,7,1,9174019,6757569,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,2,2,0,2,1
wamakima5004,556569861,3012437,3935136,7325806,0,10,0,7325806,3750406,5,1,TRUE,FALSE,0,0,TRUE,TRUE,3197167,0,0,1,2,2,4,1
PluntsNBussy,837163221,3240512,4339869,10759681,0,9,1,10759681,7580381,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,2,4,1,1
TWill88,494485598,2865587,3834095,11035082,0,13,0,11035082,6699682,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,0,4,1
Bitz Maidenhell,589218854,2626596,3954102,8504887,0,12,0,8504887,4484487,4,0,FALSE,TRUE,0,0,FALSE,TRUE,0,2096211,0,3,4,,4,1
Chaunce,492994246,3068076,4150885,11554361,0,13,0,11554361,7218961,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,0,4,1
SloppySaberFlavor,671337993,2777162,3964844,9061749,0,17,0,9061749,3571349,5,1,TRUE,FALSE,0,0,TRUE,TRUE,3170657,0,0,4,4,4,4,1
MINI Zeratoark,552854579,2937152,4128417,12557676,0,17,0,12557676,7067276,5,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,4,1
